tour_id,url,name,name_original,sport,tour_type,difficulty,distance_m,duration_s,elevation_up_m,elevation_down_m,roundtrip,start_lat,start_lng,start_alt_m,region,description,categories,rating_score
e1000373617,https://www.komoot.com/smarttour/e1000373617,Circular Route Añora and Dos Torres,Añora y Dos Torres – circular,jogging,editorial_tour,moderate,14247.081782641437,5310,76.49224684190472,76.00366412805545,TRUE,38.446125,-4.894999,589.2,Dos Torres,"Moderate 8.9-mile jogging loop connecting Añora and Dos Torres, featuring dehesa landscapes and historic village landmarks.","['bridge', 'family_friendly', 'historical_site', 'man_made_monument', 'settlement', 'trail', 'wheelchair_accessible']",
e1000382786,https://www.komoot.com/smarttour/e1000382786,Golobar and Valdecebollas Loop,Parque Natural Montaña Palentina – circular desde Fontibre hasta el refugio El Golobar,mountainbike,editorial_tour,difficult,59584.32121158646,20174,1684.6978114074918,1677.5389328271244,TRUE,43.017243,-4.190492,889.9,Hermandad De Campoo De Suso,This difficult 37.0-mile mountain bike route in Parque Natural Montaña Palentina climbs 5527 feet from Fontibre to El Golobar.,"['cave', 'family_friendly', 'forest', 'historical_site', 'hut', 'intermediate', 'natural_monument', 'river', 'viewpoint']",
e1000409617,https://www.komoot.com/smarttour/e1000409617,Lusignan-Grand Panoramic View of the Garonne Valley Trail,Lusignan-Grand – boucle,hike,editorial_tour,moderate,4782.993442020357,5080,138.33570989869446,138.33570989869443,TRUE,44.243576,0.514885,122.8,Saint-Hilaire-De-Lusignan,Hike the moderate 3.0-mile Lusignan-Grand Panoramic View of the Garonne Valley Trail for stunning views and diverse terrain.,"['historical_site', 'religious_building', 'unknown']",2
e1000414814,https://www.komoot.com/smarttour/e1000414814,Peña Ventosa - Transcantábrica Loop,Mirador de Santa Catalina – circular desde Lebeña por la Transcantábrica,mountainbike,editorial_tour,difficult,36499.31442193706,17568,1833.543467883907,1833.5434678839047,TRUE,43.215093,-4.589431,219.6,Desfiladero De La Hermida,"This difficult 22.7-mile mountain biking loop in Picos de Europa National Park offers extreme terrain, technical features, and stunning view","['family_friendly', 'gorge', 'historical_site', 'intermediate', 'natural_monument', 'religious_building', 'settlement', 'viewpoint']",
e1000419892,https://www.komoot.com/smarttour/e1000419892,"Guadalmellato Canal, Medina Azahara and San Jerónimo Loop",San Jerónimo y Medina Azahara por el Canal de Guadamellato desde Córdoba,jogging,editorial_tour,difficult,16607.392129693282,6630,203.36275234606597,203.36275234606597,TRUE,37.89552,-4.808482,134.8,Guadalquivir,"Jogging the 10.3-mile (16.6 km) Guadalmellato Canal, Medina Azahara and San Jerónimo Loop is a difficult route with 667 feet (203 metres) of","['cycle_way', 'family_friendly', 'historical_site', 'intermediate', 'man_made_monument', 'other_man_made', 'religious_building', 'river', 'trail']",
e1000430251,https://www.komoot.com/smarttour/e1000430251,Peña Ciquera and Cerradillo Viewpoint Loop,Mirador del Cerradillo y Peña Ciquera – circular por el Parque Natural Montaña Palentina,mountainbike,editorial_tour,difficult,26200.807970255315,11786,1217.611799984061,1215.0024250769643,TRUE,43.076478,-4.544225,544.5,Pesaguero,This difficult 16.3-mile mountain biking route in Parque Natural Montaña Palentina offers challenging climbs and panoramic views from Peña C,"['forest', 'intermediate', 'natural_monument', 'other_natural', 'summit', 'trail', 'viewpoint']",
e1000440356,https://www.komoot.com/smarttour/e1000440356,On the Pilgrim's Route of Saint-Jacques-de-Compostelle,Moirax – boucle,hike,editorial_tour,easy,6690.539954528536,6787,142.61715835678768,140.6611469018421,TRUE,44.141517,0.609347,159.1,Agen,"Enjoy an easy 4.2-mile hike around Moirax, France, featuring historical sites like the Cluniac priory and rural landscapes.","['family_friendly', 'historical_site', 'intermediate', 'man_made_monument', 'religious_building']",4.611111
e1000484573,https://www.komoot.com/smarttour/e1000484573,Mozarabic Way: Córdoba to Cerro Muriano,Cerro Muriano por el Camino Mozárabe desde Córdoba,jogging,editorial_tour,difficult,20314.084414082183,9108,449.0630709514478,449.0630709514481,TRUE,37.928914,-4.756482,185.4,Campiña Baja,"This difficult 12.6-mile jogging route on the Mozarabic Way from Cordoba offers historical sites, natural landscapes, and challenging climbs","['historical_site', 'intermediate', 'man_made_monument', 'natural_monument', 'other_man_made', 'other_natural', 'trail', 'unknown', 'viewpoint']",
e1000504773,https://www.komoot.com/smarttour/e1000504773,Guadalquivir Mills Trail,Córdoba – Molinos Harineros del Guadalquivir,jogging,editorial_tour,moderate,9096.288226894007,3843,29.95937632,28.933441922561485,TRUE,37.874561,-4.777448,100.1,Guadalquivir,"Jog this 5.7-mile (9.1 km) moderate route along Cordoba's Guadalquivir River, passing historic mills and the Roman Bridge.","['bridge', 'castle', 'family_friendly', 'historical_site', 'intermediate', 'man_made_monument', 'other_man_made', 'religious_building', 'river', 'unknown', 'viewpoint', 'wheelchair_accessible']",3.5
e1000521243,https://www.komoot.com/smarttour/e1000521243,Bembézar Trail,Santuario de los Ángeles y Embalse de Bembézar – Sierra de Hornachuelos,jogging,editorial_tour,moderate,11566.658118289874,4971,176.9869652944134,176.5053657576266,TRUE,37.831656,-5.242666,178.2,National Park Sierra de Hornachuelos,"This moderate 7.2-mile jogging trail in Sierra de Hornachuelos follows the Bembézar Reservoir, offering scenic views and historical sights.","['challenging', 'forest', 'historical_site', 'intermediate', 'lake', 'religious_building', 'river', 'settlement', 'unknown', 'viewpoint']",
e1000565945,https://www.komoot.com/smarttour/e1000565945,Tour of Lake Hossegor Loop,Lac Hossegor – boucle course à pied,jogging,editorial_tour,moderate,6468.635355168276,2652,24.162679344017896,24.162679344017914,TRUE,43.660282,-1.435539,4.3,Soorts-Hossegor,"Enjoy a moderate 4.0 miles (6.5 km) jogging loop around scenic Lac Hossegor, featuring lake views, charming villas, and oyster beds.","['beach', 'family_friendly', 'forest', 'lake', 'viewpoint']",4.327868938446045
e1000588482,https://www.komoot.com/smarttour/e1000588482,Canal de las Arredondas and Camaleño Valley Loop,Santo Toribio - Canal de las Arredondas – circular por los límites del Parque Nacional de Picos de Europa,mountainbike,editorial_tour,difficult,21636.264124651243,9742,1056.4303978510582,1055.9767066571223,TRUE,43.150492,-4.653122,512.4,Camaleño,This difficult 13.4-mile mountain biking route in Picos de Europa National Park offers challenging terrain and panoramic views.,"['forest', 'intermediate', 'natural_monument', 'trail', 'viewpoint']",3.5
e1000649511,https://www.komoot.com/smarttour/e1000649511,Alaró Castle Loop Trail,Castillo de Alaró — circular por el Paraje Natural de la Serra de Tramuntana,hike,editorial_tour,moderate,13553.929422580642,16018,479.7433462242979,481.2286494291043,TRUE,39.733009,2.742794,438.5,Bunyola,"Hike the moderate 8.4-mile Castillo de Alaró circular trail in Serra de Tramuntana, featuring castle ruins, waterfalls, and panoramic views.","['castle', 'forest', 'gorge', 'historical_site', 'hut', 'intermediate', 'mountain_pass', 'natural_monument', 'river', 'summit', 'trail', 'viewpoint', 'waterfall']",3.7741935
e1000662101,https://www.komoot.com/smarttour/e1000662101,Reconquista Trail: Sotres to Áliva Refuge,Sotres - Refugio de Áliva – Parque Nacional de Picos de Europa,mountainbike,editorial_tour,moderate,19758.896644415716,8977,865.3786064958147,866.1824350846023,TRUE,43.234148,-4.746768,1037.8,Parque Nacional de Picos de Europa,"Mountain bike a moderate 12.3-mile (19.8 km) route from Sotres to Refugio de Áliva, exploring the high-mountain landscapes of Picos de Europ","['facilities', 'historical_site', 'hut', 'intermediate', 'other_natural', 'restaurant', 'settlement', 'trail', 'viewpoint']",5
e1000673119,https://www.komoot.com/smarttour/e1000673119,Pico Jano and Cruz de la Viorna Loop,Pico Jano y Cruz de la Viorna – circular desde La Vega,mountainbike,editorial_tour,difficult,27186.11037851112,13110,1335.5928635411192,1335.5928635411196,TRUE,43.098364,-4.647886,470.6,Lic-Rio Deva,This difficult 16.9-mile mountain biking route from La Vega offers panoramic views of the Picos de Europa from Pico Jano and La Viorna Cross,"['family_friendly', 'intermediate', 'man_made_monument', 'natural_monument', 'summit', 'trail', 'viewpoint']",
e1000679855,https://www.komoot.com/smarttour/e1000679855,Puig de Galatzó Loop Trail,Circular clásica al Puig de Galatzó — Paraje Natural de la Serra de Tramuntana,hike,editorial_tour,moderate,10536.80426067462,16904,714.8060992244867,714.8060992244871,TRUE,39.646672,2.462697,297.5,Estellencs,Hike the moderate 6.5-mile (10.5 km) Classic circular route to Puig de Galatzó for panoramic views in Serra de Tramuntana Natural Park.,"['challenging', 'climb', 'forest', 'intermediate', 'mountain_pass', 'summit', 'trail', 'viewpoint']",4.803191661834717
e1000694442,https://www.komoot.com/smarttour/e1000694442,West Coves Trail,"Torre d'en Rovira y calas de la Bassa, la Rovira y la Escondida",hike,editorial_tour,moderate,13072.842148177384,12480,129.6035877859716,129.5397781885973,TRUE,38.966066,1.241555,3.6,Sant Josep De Sa Talaia,"Hike the moderate 8.1-mile West Coves Trail in Ibiza, exploring beautiful beaches like Cala Bassa and historical landmarks.","['beach', 'family_friendly', 'historical_site', 'intermediate', 'man_made_monument', 'other_man_made', 'other_natural', 'viewpoint']",4.505882263183594
e1000724987,https://www.komoot.com/smarttour/e1000724987,Alcornocal de Tolibes Loop from Potes,Alcornocal de Tolibes – circular desde Potes,mountainbike,editorial_tour,difficult,36693.50295,15617,1572.667959976699,1572.6679599766987,TRUE,43.153871,-4.6212,319,Potes,"This difficult 22.8-mile mountain biking route from Potes explores the Alcornocal de Tolibes, offering challenging terrain and panoramic vie","['family_friendly', 'forest', 'historical_site', 'intermediate', 'natural_monument', 'religious_building', 'settlement', 'trail', 'unknown', 'viewpoint']",5
e1000752479,https://www.komoot.com/smarttour/e1000752479,Tour of Ibiza,Vuelta a la Isla de Eivissa/Ibiza,racebike,editorial_tour,difficult,125275.13924791521,22387,1759.3279904098604,1760.1295134121183,TRUE,38.916888,1.428409,1.8,Ibiza,"This difficult 77.8-mile road cycling tour of Ibiza offers diverse terrain, 5772 feet of elevation gain, and stunning coastal and inland sce","['beach', 'climb', 'cycle_way', 'family_friendly', 'intermediate', 'other_natural', 'trail', 'viewpoint']",4.777777671813965
e1000770384,https://www.komoot.com/smarttour/e1000770384,Coves Blanques Trail,Cala Bóquer por el Portell de Sementer — circular trailrunning desde el Port de Pollença,jogging,editorial_tour,difficult,5068.5482310139005,2606,150.4620088446822,150.4620088446822,TRUE,39.913121,3.084198,13.1,Pollença,This 3.1-mile difficult trail running route from Port de Pollença takes you through the Bóquer Valley to Cala Bóquer in 43 minutes.,"['family_friendly', 'gorge', 'other_natural', 'trail', 'viewpoint']",4.5
e1000912410,https://www.komoot.com/smarttour/e1000912410,Canet de Mar - Sant Pol de Mar - Arenys de Munt Loop,Desde Carbonella rodeando Arenys de Mar – circular cerca del mar,racebike,editorial_tour,easy,24153.469926841986,4496,277.8355073038012,277.80771363058966,TRUE,41.593223,2.582398,35,Canet De Mar,This easy 15.0-mile road cycling loop near Canet de Mar offers coastal views and quiet roads through Sant Pol de Mar and Arenys de Munt.,"['beach', 'bridge', 'cycle_way', 'facilities', 'family_friendly', 'forest', 'intermediate', 'man_made_monument', 'other_man_made', 'other_natural', 'restaurant', 'settlement', 'trail', 'viewpoint', 'wheelchair_accessible']",4
e1000936777,https://www.komoot.com/smarttour/e1000936777,Ibio Climb Loop,Ibio – circular desde Riocorvo,mountainbike,editorial_tour,moderate,22022.90047174474,8874,753.0047015,753.0047014622228,TRUE,43.309739,-4.070868,42.6,Cartes,"This 13.7-mile (22.0 km) moderate mountain biking loop, Ibio – circular desde Riocorvo, offers 2471 feet (753 metres) of climbing near Rioco","['intermediate', 'mtb_park', 'summit', 'viewpoint']",5
e1000939466,https://www.komoot.com/smarttour/e1000939466,Ses Portes Route,Torre Ses Portes por la playa de ses Salines — circular trailrunning por el Parque Natural de Ses Salines d’Eivissa y Formentera,jogging,editorial_tour,moderate,6949.070700537371,2872,14.401562683060874,14.707975799290992,TRUE,38.843703,1.385956,3.7,Parc natural de ses Salines,"Jog the 4.3-mile Ses Portes Route through Ses Salines d'Eivissa y Formentera Natural Park, passing Ses Salines Beach and Ses Portes Tower.","['beach', 'family_friendly', 'historical_site', 'intermediate', 'lake', 'man_made_monument', 'natural_monument', 'other_natural', 'viewpoint']",4.599999904632568
e1000943836,https://www.komoot.com/smarttour/e1000943836,Moscarter Lighthouse Loop,Faro des Moscarter desde Portinatx — circular trailrunning por el norte de Ibiza,jogging,editorial_tour,moderate,6139.1985095763575,2433,94.02915197392397,93.93191622352516,TRUE,39.11399,1.521171,13.4,Sant Joan De Labritja,"Jog this moderate 3.8-mile (6.1 km) circular trail from Portinatx to the iconic Faro des Moscarter, enjoying stunning coastal views.","['beach', 'family_friendly', 'intermediate', 'man_made_monument', 'other_man_made', 'other_natural', 'trail', 'viewpoint']",4
e1000948576,https://www.komoot.com/smarttour/e1000948576,Santoña Marshes Natural Park Loop,"Parque Natural de las Marismas de Santoña, Victoria y Joyel – ruta circular",mountainbike,editorial_tour,easy,22778.47988381105,5013,172.02294839994875,171.99962731870727,TRUE,43.444228,-3.466328,0,Santoña,"Explore the easy 14.2-mile mountain bike route through Parque Natural de las Marismas de Santoña, Victoria y Joyel, perfect for birdwatching","['castle', 'family_friendly', 'forest', 'historical_site', 'intermediate', 'lake', 'man_made_monument', 'natural_monument', 'other_natural', 'religious_building', 'river', 'trail', 'viewpoint']",5
e1000953840,https://www.komoot.com/smarttour/e1000953840,Suances to Santillana del Mar Coastal Loop,Punta Ballota – circular desde Torrelavega por la costa de Ubiarco,mountainbike,editorial_tour,moderate,29953.94995290133,8578,506.69015787540366,506.6385456342333,TRUE,43.360545,-4.057858,11.2,Torrelavega,"This moderate 18.6-mile mountain biking route from Torrelavega explores the stunning coastal landscapes of Ubiarco, offering impressive view","['beach', 'family_friendly', 'historical_site', 'intermediate', 'natural_monument', 'other_natural', 'settlement', 'summit', 'viewpoint']",4
e1000966348,https://www.komoot.com/smarttour/e1000966348,Port des Torrent Coastal Trail,Trailrunning por la Torre d'en Rovira y las calas de la Bassa y la Roja,jogging,editorial_tour,easy,4835.031623567875,2046,35.95189963634395,35.888090038969665,TRUE,38.966066,1.241555,3.6,Sant Josep De Sa Talaia,This easy 3.0-mile (4.8 km) coastal jogging trail near Port des Torrent offers scenic views and unique geological formations.,"['beach', 'cave', 'family_friendly', 'historical_site', 'intermediate', 'man_made_monument', 'other_natural', 'viewpoint']",
e1001013710,https://www.komoot.com/smarttour/e1001013710,Puente Genil - run through the urban area and the Genil river,Puente Genil – carrera por el casco urbano y el río Genil,jogging,editorial_tour,easy,4372.635087836955,1714,61.66001326880976,63.335690781156444,TRUE,37.394276,-4.767709,215,Puente Genil,This easy 2.7-mile (4.4 km) jogging route in Puente Genil offers a pleasant mix of urban views and tranquil riverside scenery along the Geni,"['historical_site', 'religious_building', 'unknown']",
e1001070475,https://www.komoot.com/smarttour/e1001070475,County of Belalcázar Trail - Stage 2,Castillo de Belalcázar – carrera semicircular,jogging,editorial_tour,easy,4173.582936684612,1629,29.037484128059646,29.40516706056684,TRUE,38.578193,-5.167381,491.1,Belalcázar,"Jog the easy 2.6-mile County of Belalcázar Trail - Stage 2, gaining 95 feet in about 27 minutes, past Castillo de Belalcázar.","['castle', 'historical_site', 'intermediate', 'religious_building', 'unknown']",
e1001100571,https://www.komoot.com/smarttour/e1001100571,Lac d'Agès Loop,Tour du Lac d'Agès – course à pied,jogging,editorial_tour,moderate,5090.183307818472,1885,12.989614978792247,14.216254550915863,TRUE,43.638654,-0.576628,113,Lac D'Hagetmau-Monségur,"Jog the moderate Lac d'Agès Loop, a 3.2-mile trail offering lake views, wooded banks, and birdwatching opportunities near Hagetmau.","['family_friendly', 'lake', 'trail']",3.5
e1001114261,https://www.komoot.com/smarttour/e1001114261,Dune Trail,Les bunkers et dunes de Capbreton – boucle de course à pied,jogging,editorial_tour,easy,3653.545832897885,1562,9.651895766187803,9.839333502,TRUE,43.646623,-1.442835,4.1,Capbreton,"An easy 2.3-mile jogging loop in Capbreton, featuring Atlantic Ocean views, dunes, and historic World War II bunkers.",[],
e1001145476,https://www.komoot.com/smarttour/e1001145476,Tuc of the Nine Churches Loop,Le Tuc des Neuf Églises – boucle de course à pied,jogging,editorial_tour,moderate,10029.78336773831,4212,65.23772055028435,65.23772055028441,TRUE,43.63058,-1.432524,12.4,Capbreton,"This moderate 6.2-mile jogging loop in Capbreton offers diverse terrain, forest paths, and panoramic views from the Tuc des Neuf Églises.",[],5
e1001147484,https://www.komoot.com/smarttour/e1001147484,Alcornocal de Tolibes Trail,Alcornocales de Tolibes – circular desde Potes,hike,editorial_tour,moderate,6572.215357962847,7964,334.9791813642593,338.07462607555595,TRUE,43.153871,-4.6212,319,Potes,"Hike the Cork oaks of Tolibes circular route from Potes, a moderate 4.1-mile (6.6 km) trail through forests and riverbanks.","['bridge', 'family_friendly', 'forest', 'historical_site', 'intermediate', 'man_made_monument', 'natural_monument', 'religious_building', 'restaurant', 'river', 'settlement', 'trail', 'viewpoint']",4.4765625
e1001151578,https://www.komoot.com/smarttour/e1001151578,Lac Marin Loop Trail,Tour du Lac Marin-Port-d’Albert – course à pied,jogging,editorial_tour,moderate,7456.3374557633715,2922,25.633970702147664,25.448418990663953,TRUE,43.77447,-1.411212,7.4,Soustons,"Jog the moderate 4.6-mile Lac Marin Loop Trail, gaining 84 feet in 48 minutes, with views of Plage du Lac Marin-Port-d'Albert.",[],5
e1001162887,https://www.komoot.com/smarttour/e1001162887,Las Praizas de Cucayo Loop,Rodeo al Pico Mamozán desde Cucayo,hike,editorial_tour,moderate,5935.283869712265,7268,310.81406356732896,322.6192983756216,TRUE,43.055755,-4.637457,960.8,Vega De Liébana,"Hike 3.7 miles (5.9 km) from Cucayo to Pico Mamozan, gaining 1020 feet (311 metres) for views of mountain towns and the Frío River.","['historical_site', 'intermediate', 'man_made_monument', 'other_natural', 'river', 'settlement', 'trail', 'unknown', 'viewpoint']",4.476190567016602
e1001168530,https://www.komoot.com/smarttour/e1001168530,Tour of Lake Arjuzanx,Lacs d’Arjuzanx et de Commanday – boucle de course à pied dans la réserve nationale de chasse et faune sauvage d'Arjuzanx,jogging,editorial_tour,moderate,12703.538149697108,5509,48.096799438698426,48.450615514700516,TRUE,44.015113,-0.848859,75.4,Réserve Nationale De Chasse Et Faune Sauvage D'Arjuzanx,"Jog this moderate 7.9-mile (12.7 km) loop around the Lakes of Arjuzanx and Commanday, enjoying lake views and diverse wildlife.","['family_friendly', 'lake', 'viewpoint']",
e1001177698,https://www.komoot.com/smarttour/e1001177698,Courant de Mimizan Circuit,Tour du lac d'Aureilhan – course à pied,jogging,editorial_tour,moderate,9983.475474977984,4160,64.90299249212906,65.58214692476943,TRUE,44.215322,-1.227126,11.8,Étang D'Aureilhan,"Jog the Courant de Mimizan Circuit, a 6.2-mile moderate route through forests, dunes, and along Lake Aureilhan with scenic views.","['bridge', 'family_friendly', 'lake', 'viewpoint']",3.3333332538604736
e1001216944,https://www.komoot.com/smarttour/e1001216944,Senda de la Dama Roja Trail,Cuevas de Covalanas y Cullalvera – circular desde Ramales de la Victoria por el Monte Pando,hike,editorial_tour,moderate,10200.789814920161,11760,433.2468496456273,431.9649260503655,TRUE,43.258046,-3.463277,83.4,Ramales De La Victoria,"Hike a moderate 6.3-mile loop from Ramales de la Victoria to explore the prehistoric caves of Covalanas and Cullalvera, gaining 1421 feet.","['cave', 'challenging', 'facilities', 'family_friendly', 'historical_site', 'intermediate', 'natural_monument', 'summit', 'viewpoint']",4.676470756530762
e1001232497,https://www.komoot.com/smarttour/e1001232497,Pico La Capía and Monte Cueto Loop,Pico La Capía – circular desde Torrelavega por el Collado de Navardoyos,hike,editorial_tour,moderate,13796.446221155365,15747,533.3452942278864,533.3452942,TRUE,43.327754,-4.042728,66.1,Torrelavega,"Hike the 8.6-mile Pico La Capía circular route from Torrelavega, gaining 1750 feet for panoramic views from Pico Dobra.","['cave', 'challenging', 'facilities', 'family_friendly', 'intermediate', 'mountain_pass', 'natural_monument', 'other_natural', 'summit', 'trail', 'viewpoint']",3.200000047683716
e1001254581,https://www.komoot.com/smarttour/e1001254581,Cliffs of San Vicente de la Barquera Trail,Parque Natural de Oyambre – circular por Ensenada de Fuentes y Costa Oriental,hike,editorial_tour,moderate,8990.454940507401,9106,181.80851353313926,181.80851353313926,TRUE,43.386091,-4.411281,40.5,San Vicente De La Barquera,Hike the moderate 5.6-mile Cliffs of San Vicente de la Barquera Trail for stunning coastal views and diverse natural scenery in Oyambre Natu,"['beach', 'bridge', 'castle', 'cave', 'challenging', 'family_friendly', 'historical_site', 'intermediate', 'natural_monument', 'other_natural', 'parking', 'religious_building', 'viewpoint']",4.593023300170898
e1001292029,https://www.komoot.com/smarttour/e1001292029,Clermont-Dessous Ridges Loop,Clermont-Dessous – boucle de course à pied,jogging,editorial_tour,moderate,5664.735851457517,2406,129.8626541089924,130.09057168210632,TRUE,44.247195,0.421071,107.5,Clermont-Dessous,This moderate 3.5-mile (5.7 km) jogging loop in Clermont-Dessous offers scenic views of the Garonne valley and historic village sights.,[],4.599999904632568
e1001306405,https://www.komoot.com/smarttour/e1001306405,Lusignan-Grand Panoramic View Loop,Lusignan-Grand – boucle de course à pied,jogging,editorial_tour,moderate,4783.000932167167,2179,138.32122522567283,138.32122522567278,TRUE,44.243576,0.514885,122.8,Saint-Hilaire-De-Lusignan,"Jog the moderate 3.0-mile (4.8 km) Lusignan-Grand Panoramic View Loop, gaining 454 feet (138 metres) for stunning Garonne valley vistas.","['historical_site', 'religious_building', 'unknown']",
e1001338682,https://www.komoot.com/smarttour/e1001338682,Puerto de Palomberas and Castillo de Argü,Puerto de Palomberas y Castillo de Argüeso – ruta circular,hike,editorial_tour,difficult,20628.560177431114,22093,629.0111817306022,632.7682393558077,TRUE,43.03679,-4.227448,980.1,Hermandad De Campoo De Suso,"Hike the difficult 12.8-mile Puerto de Palomberas y Castillo de Argüeso circular route, featuring a historic castle and mountain pass.","['castle', 'family_friendly', 'historical_site', 'intermediate', 'mountain_pass', 'summit', 'trail', 'viewpoint']",3
e1001351987,https://www.komoot.com/smarttour/e1001351987,Senda del Litoral Trail,Castro-Urdiales – circular por Punta Cotolino al dique de Santa Ana,hike,editorial_tour,easy,6753.875791911886,6269,33.521341922511496,35.40755702,TRUE,43.376149,-3.215754,16.2,Castro-Urdiales,"Hike the easy 4.2-mile Senda del Litoral Trail in Castro Urdiales, enjoying coastal views and landmarks like the Santa Ana Breakwater.","['family_friendly', 'historical_site', 'intermediate', 'man_made_monument', 'natural_monument', 'other_man_made', 'other_natural', 'religious_building', 'settlement', 'trail', 'viewpoint']",4.400000095367432
